"","logFC","logCPM","LR","PValue","FDR"
"55026",1.07687978778464,2.942488021592,18.5882845027658,1.62214390306381e-05,0.00771164463641373
"713",1.4391213782125,4.78207092791079,18.5546908957126,1.6509843337475e-05,0.00771164463641373
"8519",0.995737734482482,2.73890261818818,18.3534261725262,1.83488723982195e-05,0.00810826770666338
"6678",0.793867617798547,7.63310917033355,18.3435836565135,1.84439086122001e-05,0.00810826770666338
"22918",1.73801413245414,2.93441479859637,18.1290259567049,2.06430615231177e-05,0.00881576687388685
"28959",0.775033684843936,3.71804132932494,18.0711348175831,2.12803210950107e-05,0.00883547109464237
"6102",0.829045629635227,2.62041644710351,17.9950941040672,2.21475008466898e-05,0.00894699176095872
"7412",1.46722430813694,2.58106094705864,17.7595560678189,2.50655285139225e-05,0.0098593277552
"715",0.959968558871281,3.80330793635551,17.697152595737,2.59014031573879e-05,0.00992687879470453
"5265",1.64775180735239,2.69170344464291,17.5962518158539,2.73126137729233e-05,0.0102060409515971
"302",1.28333472217419,2.43173165767157,17.1658796040661,3.42533875352e-05,0.0124874483777716
"968",0.873746956531063,3.49413234132101,16.6737993347392,4.43898674529116e-05,0.0153785018509266
"54209",1.32391953411893,2.71405562013288,16.6656915953231,4.45799999993346e-05,0.0153785018509266
"9516",0.709063367557492,4.42740302390921,16.6365479476386,4.52702268977568e-05,0.0153785018509266
"25923",0.692893447808016,5.33255375589856,16.5322787585006,4.78288837965982e-05,0.0155605381403155
"55",1.57537651361019,0.26680809402313,16.529929049732,4.78881885632244e-05,0.0155605381403155
"4982",1.38695988101539,2.04864784308911,16.4855436966989,4.90224330172877e-05,0.0155901767299872
"116496",1.0535836729502,3.12093437714839,16.4378952558934,5.0270149258445e-05,0.0156539150201245
"54440",0.987479736154318,2.15244401690305,16.2815693543872,5.45923753459295e-05,0.0166529027407267
"2214",1.64617069559345,3.8705570592784,16.1920245035132,5.7234577260117e-05,0.0168440305264416
"187",1.16259654700921,5.12070395035884,16.1231031806908,5.93555237755547e-05,0.0168440305264416
"51338",1.66261998176413,1.28632182013237,16.1127450601577,5.96810412230425e-05,0.0168440305264416
"7855",0.831872616943525,3.68973690018253,16.1112996215826,5.97266085436143e-05,0.0168440305264416
"3113",1.23472991904567,4.59321039709469,16.0693935981692,6.10630147044036e-05,0.0168981903361904
"51135",0.690069809242256,3.49624771287486,16.0230177587065,6.25770550119389e-05,0.0168981903361904
"64231",1.40730847843589,2.70668689033507,16.000962961862,6.33102735550052e-05,0.0168981903361904
"151790",0.887463770970735,4.19623744108021,15.7557876975149,7.20671188014288e-05,0.0188980214864028
"1824",0.822933004018763,3.39026992911175,15.6270582014685,7.7142786750007e-05,0.0190893323751848
"3597",1.01719946755707,5.06207113776092,15.5806206384902,7.90607672948427e-05,0.0190893323751848
"10161",0.620771510723508,3.63167436912308,15.559923921284,7.99309770993992e-05,0.0190893323751848
"2327",1.30064087014059,1.6161001719528,15.5550220523649,8.01384875724259e-05,0.0190893323751848
"3554",1.09888947700442,3.17402756613813,15.5399687300568,8.07791328803222e-05,0.0190893323751848
"3383",1.21457046880669,2.75669663815322,15.5319133365318,8.11240713635376e-05,0.0190893323751848
"80830",0.954588561151103,4.48250171703814,15.517692953371,8.17366208611646e-05,0.0190893323751848
"716",0.716555903245375,4.78856998960309,15.406175520415,8.67044745947494e-05,0.0199380274118111
"644139",1.43404267642999,2.10340265410137,15.361002845268,8.88022724687782e-05,0.0201110237362247
"5010",0.848120452049252,6.63354985260606,14.8484094058739,0.000116506279530415,0.0259913337334494
"4052",0.704451190165465,5.25518498277505,14.7655128228788,0.000121741785820461,0.02666855696326
"55240",1.00052295333788,2.43263514027213,14.744435060021,0.000123110351941188,0.02666855696326
"54502",1.19507907613429,1.44045746287836,14.647096958149,0.000129634158461903,0.0276805966647152
"121256",-0.552900913088345,5.68067725676339,14.5384568366028,0.000137327438811232,0.0284711673101698
"3162",1.22459422243804,2.32366148072791,14.5282160491992,0.000138075931200115,0.0284711673101698
"4069",1.46962824447041,1.32209135913833,14.5121113000135,0.000139261334541164,0.0284711673101698
"2766",1.12276924126844,3.6313747460806,14.454411092806,0.00014359316454363,0.0284711673101698
"2212",1.13882113476374,3.32198358234807,14.427117138458,0.00014568927053839,0.0284711673101698
"10855",0.918048336713813,1.17577667500922,14.4220665476526,0.000146080507876542,0.0284711673101698
"2917",-0.604857044989972,5.69688053136784,14.4144793804311,0.000146670226994251,0.0284711673101698
"397",0.934571392778816,3.52904754527841,14.3707221581509,0.000150118380687737,0.0287669158479436
"4973",1.23043643828238,3.539069317058,14.2510368171568,0.000159972655623503,0.0302672314380317
"972",1.09847273703286,6.82008139712944,14.2069832695784,0.000163761645819376,0.0305968165007777
"51816",0.659260256557725,3.29378311291951,13.9181445458253,0.000190946250087218,0.0352354765438722
"4688",1.10445479835685,2.23809014483739,13.8813359415501,0.00019472260615127,0.0354941316358907
"10581",1.24292554190323,1.61448707585337,13.8479899794672,0.000198208636674287,0.0356942709924164
"4481",1.08936678774929,2.94534576290373,13.7261748573395,0.000211486436033194,0.0376319971355732
"718",1.04053360689539,7.85917269948833,13.6645604307011,0.000218540092245701,0.0384296324564294
"56961",-0.882029705902585,2.75611931750695,13.625278120302,0.000223160423850187,0.0387858006428923
"80737",-0.5907653074461,3.8505368161015,13.5357195328738,0.000234065628169508,0.0402135510833291
"6282",1.19301608195789,2.18198614554944,13.5064415071509,0.00023774594611914,0.0403816892800317
"7132",1.02151372457587,4.53772278365551,13.4094062582256,0.000250365649505832,0.0420473636310524
"2012",1.36758842899978,3.84016181954078,13.3807976941604,0.000254213586875173,0.0422192275891467
"114908",0.770053652803367,6.35336365262297,13.3538164208552,0.000257897255369889,0.0423603327034476
"151887",1.04386183624958,2.94209886995783,13.2914616866005,0.000266617538422136,0.0433166559434311
"10261",0.719402603702685,2.15282018777806,13.15782887503,0.000286320445382766,0.045132339503908
"1486",0.785527685907375,3.45754534867697,13.1562450402911,0.000286562563128466,0.045132339503908
"4615",1.00681535296703,1.7316829193642,13.151100003581,0.00028735050009201,0.045132339503908
"80832",2.60354809590689,0.926716724643717,13.1347355617991,0.000289871184343023,0.045132339503908
"5279",0.847645491762571,3.79476173814352,13.0094304618785,0.000309926190428726,0.047757389364311
"6696",0.912653899880634,8.4868697004471,12.9813034256139,0.000314616871245589,0.0479854936174267
"730",1.377764988134,2.96253962128501,12.9556603955339,0.000318955657520894,0.0481558607370183
"7048",0.689935503188804,4.7480423581538,12.8955760840316,0.00032935970453588,0.0492293950369779
"65124",0.841643559532404,2.56800947896847,12.7800406303177,0.000350337320137923,0.0517667833033149
"3075",0.830699787319112,5.11263657573384,12.7644877662798,0.000353262319993184,0.0517667833033149
"4887",-1.12862069927654,1.65211385989846,12.7318764708906,0.000359475687859571,0.0521658554023011
"5788",0.886764487866929,4.79134269689817,12.6935315691279,0.000366922629423701,0.0523941637413851
"135924",1.18947988067359,0.466880557000683,12.6877462551013,0.000368059623526155,0.0523941637413851
"754",0.620567128332668,6.56523593697949,12.5682741001068,0.000392350754986678,0.055172645639249
"4067",0.612186916488055,3.6791694507984,12.555885503181,0.000394960398969669,0.055172645639249
"1117",2.63202257248133,2.68259970817221,12.5353854299384,0.000399317235439284,0.0552647659084349
"3122",1.16181237854119,5.26320038124693,12.4738368362451,0.000412691549131547,0.0563084852692
"9848",0.611308437111934,6.60640693628235,12.4661510628999,0.000414393080859838,0.0563084852692
"4478",0.693662972962699,6.1133874139126,12.4441877104357,0.00041929460092507,0.0564612288290723
"344",1.06394986480455,2.44413044527368,12.4153497477438,0.000425819256227015,0.0568278609180821
"2357",1.76886240476675,1.86478678811112,12.3893742552802,0.000431783928250752,0.057113932527115
"2329",0.854452783099511,1.60641468953005,12.3725390140359,0.000435694707026313,0.0571256911045816
"4185",-0.60204464198847,6.75272185348221,12.3209356862227,0.000447906121026607,0.0582161112259538
"56650",0.851779068994917,8.60386703495675,12.2762123575379,0.000458768528473398,0.0587761695381836
"1378",0.967174665078195,2.7586028473476,12.2555653540372,0.000463872590497604,0.0587761695381836
"9444",0.608224649835757,10.0344696359955,12.2550044623519,0.000464012042918691,0.0587761695381836
"51285",0.933999480167101,3.94067115281477,12.2177173218978,0.000473378135417996,0.0591836766918553
"5359",0.739414763683988,4.31615949225088,12.201101567462,0.000477613050497102,0.0591836766918553
"55647",1.31152494149322,0.547330189240659,12.1952722196446,0.000479107839681173,0.0591836766918553
"7805",0.956374269070587,4.39515957727794,12.1137646371553,0.000500509854854151,0.0613206622992213
"167410",0.84001885993745,5.20189280249547,12.0628789771385,0.000514357969029058,0.0625049476672954
"27233",0.582986321791083,3.40284822719153,11.9797332443606,0.000537822824031538,0.0648293366999951
"8857",2.30897385430498,5.77912919782649,11.9642969718091,0.000542296660517675,0.0648456654780615
"199",1.17592067197234,1.32270620098854,11.8781196321343,0.000567972547834398,0.067135093992691
"3600",1.25448595814148,-0.0473675396934783,11.8599574852491,0.000573538536003513,0.067135093992691
"3655",0.596584431771684,6.53622742163308,11.8554853162977,0.000574917510608446,0.067135093992691
"55303",0.747593497428959,2.69183605201348,11.8321709150978,0.000582160812937736,0.0674539354339561
"143888",0.593983112490941,3.36064435875533,11.6875675441662,0.000629191011201086,0.0713727528049249
"8424",0.788892044400601,4.40384558553935,11.6855429959063,0.000629876013028062,0.0713727528049249
"26018",0.544507436905865,7.8745973581063,11.6749247866424,0.00063348101595562,0.0713727528049249
"3128",1.69766634767158,1.19537840584855,11.6632585659048,0.000637465860672505,0.0713727528049249
"255743",0.860812787895887,3.2160010828393,11.6562922331718,0.000639857421279182,0.0713727528049249
"6402",1.10010416340393,2.47613825948298,11.620324908979,0.000652350044838339,0.0714148537932248
"714",1.14033679758212,4.29673671759791,11.6145663720858,0.000654372928032283,0.0714148537932248
"2173",0.641838292718037,4.65940084842438,11.6003883727595,0.000659380480343343,0.0714148537932248
"64218",-0.549081259730905,4.87081233444163,11.5921646017355,0.000662302766331676,0.0714148537932248
"8120",-0.513750726782481,7.26776699535121,11.5725488803083,0.00066932606524696,0.0714148537932248
"83690",0.983606411684378,3.82788691899932,11.5400576674766,0.000681125273369287,0.0714148537932248
"10577",0.668222020854299,4.59472923527985,11.5135613283343,0.000690902829127418,0.0714148537932248
"4013",0.55022605376116,5.04200352381641,11.5111099542148,0.000691814558722034,0.0714148537932248
"241",1.1092293351717,2.77735080615595,11.5093148136514,0.000692482988844857,0.0714148537932248
"58472",0.798244809465054,2.81841160696123,11.508739210867,0.000692697455701883,0.0714148537932248
"27175",-0.554530785608467,6.54768634698141,11.5008565011248,0.000695641276227648,0.0714148537932248
"8832",0.882565750458105,2.01866827533981,11.4957119875392,0.000697569321857953,0.0714148537932248
"7049",0.650431768305686,4.96915974529809,11.4787619374818,0.000703960089152513,0.0715788534187933
"10797",1.03936699422531,3.04538121506268,11.4641594777165,0.000709513142371156,0.0716560333717681
"10777",-0.5731204025079,7.6194671760334,11.4507354424509,0.00071465709647352,0.0716911383959041
"285195",0.540180425326605,5.26157533576388,11.2808040072295,0.000783126331267038,0.0778054935217265
"56917",-0.831889816992422,4.81474647178061,11.2701208781016,0.000787645998104658,0.0778054935217265
"7096",0.83567050250196,2.65777785679009,11.2617058493015,0.000791224661490762,0.0778054935217265
"285613",-0.617413316260071,5.13437143134765,11.2473666066682,0.000797360615629567,0.0778963994889878
"196527",0.585547385545384,5.71524516813117,11.1799360221467,0.000826866236062507,0.0802543482495214
"84343",0.43154438710702,5.38709567453469,11.1243451339515,0.00085201952784177,0.082106698757794
"865",0.510010425596213,5.11607097330218,11.1136700485626,0.000856937512960184,0.082106698757794
"3903",1.08996060022733,2.79377119352873,11.0840892254399,0.000870715774585899,0.0828954693167862
"414899",1.04183956760611,1.37603897884121,11.0599857829378,0.000882108198509827,0.083448552171686
"5396",0.777627267425528,4.50841720683496,11.038244080913,0.000892513570607763,0.0835000108813204
"56245",1.07539680801012,2.44302743916887,11.0340180738169,0.000894550455776668,0.0835000108813204
"1821",-0.494462355214382,6.65260865058345,11.0239721195785,0.000899411370301237,0.0835000108813204
"3930",0.586796693300955,4.87489257966859,11.0026521864516,0.000909816058315984,0.0839445717509198
"200403",1.23139742708562,1.04504674070058,10.9712440484136,0.000925366174409863,0.084855510484075
"7480",-0.716443626293722,3.39449142395228,10.8967035245099,0.00096335550285496,0.0878004554949579
"10627",0.720274269687167,4.3985032493881,10.8554957693756,0.000985029883280206,0.0892317676690257
"6916",0.775996337589807,3.15864070103484,10.8350948089993,0.000995942183763179,0.089676794100652
"5375",0.623719750232449,8.0544572016628,10.820693959393,0.00100371860754703,0.0898358205209907
"11167",0.617404350076156,5.75113245339878,10.7763839434843,0.00102803321644084,0.0909499225680273
"135228",0.876399283571182,5.02080938202597,10.7720022732383,0.00103046974315268,0.0909499225680273
"84886",0.496751327658895,6.84531696336852,10.7589995407922,0.00103773464378495,0.0909499225680273
"5734",1.008367095982,0.550074575308963,10.7540643700811,0.00104050557029054,0.0909499225680273
"6281",1.16785530287862,2.18688878804134,10.7324131073406,0.00105275070598973,0.0913414903457009
"5552",0.974238499522686,4.5889628899963,10.7143385309798,0.00106308457015495,0.0913414903457009
"1266",0.747307593533822,7.27613626653315,10.713931700655,0.00106331834616659,0.0913414903457009
"7097",1.13001448668306,3.30187628227665,10.6966175434545,0.00107331588990902,0.0913492455234303
"79971",0.487570313357922,6.60712166257026,10.6926301781794,0.00107563171286036,0.0913492455234303
"6890",0.499674298820283,4.17573720842163,10.6564555904181,0.00109687387221944,0.0926269704410394
"127795",2.16921114736302,0.372049727770122,10.6366958672997,0.00110865572377591,0.093095938782464
"4883",-0.945457007092055,0.306190273763329,10.6197267698636,0.00111887578593236,0.0931996779811786
"56606",0.788907113488098,1.3745169415567,10.6139745121797,0.00112236181418426,0.0931996779811786
"11326",1.28838889542446,3.31194709301899,10.555719535729,0.00115829114603808,0.0956518108277967
"7076",0.916563461503772,3.07844171366306,10.5283211055433,0.00117558960146424,0.0963541487281034
"8406",1.16106977514388,2.4717290262389,10.5181859693121,0.00118205461939245,0.0963541487281034
"183",0.575324886947765,7.21031592492337,10.5118176656115,0.00118613523556373,0.0963541487281034
"94160",-1.13462318514496,2.22951399113966,10.4877346279695,0.00120169622057466,0.0970905589671859
"1842",0.693353223977777,2.73148505102952,10.4377833625678,0.00123463351755572,0.0992154149833619
"57088",0.862398353432299,5.84052268492352,10.3303252538214,0.00130862143305763,0.104598740962099
"3115",0.765314970487799,3.7489776133238,10.28985281328,0.00133763759195817,0.105457332785687
"2134",-0.578025144923989,5.33262912698634,10.2835453719728,0.00134221792607714,0.105457332785687
"121441",0.671567163735538,3.85986702727614,10.2740708203328,0.00134912800539298,0.105457332785687
"55753",-0.495799157512033,7.01766955578127,10.2666782937693,0.00135454460360618,0.105457332785687
"5698",0.753161179715513,2.32301792975927,10.2665480183201,0.00135464025522526,0.105457332785687
"27180",1.40398019198495,0.96035533293134,10.252764740732,0.00136479902542582,0.10569767374632
"5355",1.16818176537167,1.53205576451839,10.2171081855083,0.00139143850277835,0.10720531598468
"822",0.774786258056737,3.95078333323156,10.187394453393,0.00141403980316687,0.108387963784283
"27295",0.772023896741537,3.19639214769324,10.1553596625987,0.00143882322711911,0.109724952937497
"6774",0.470251636340844,7.35095431772974,10.1410629607051,0.00145002524401746,0.110017905189487
"122060",0.539335031642819,7.73622777701207,10.1041552791721,0.00147935385637881,0.111008750438412
"51284",1.07017074504716,2.16911100494555,10.0911333099753,0.00148984449769809,0.111008750438412
"8997",-0.540719071063991,9.52853253689738,10.0868516900084,0.00149331024983534,0.111008750438412
"6646",0.542922062817023,4.75375814957537,10.07268818714,0.00150483316364802,0.111008750438412
"768211",0.750186132378417,4.72492433999175,10.0725530868088,0.00150494350885162,0.111008750438412
"93611",-0.53359517921105,6.48664067778656,10.0646160036818,0.00151144064219095,0.111008750438412
"64105",1.43706677194039,0.238592739870656,10.0521634572741,0.00152169133664563,0.111008750438412
"51274",0.519832707180758,5.51160913969195,10.0511858166816,0.00152249908609584,0.111008750438412
"7157",0.724272531710914,2.74393060840095,10.0233880329413,0.00154564888390155,0.112149581881925
"342184",-0.524699988506281,6.47418573334411,9.99903612578914,0.00156622180363229,0.112914978656334
"1545",0.698313707559922,3.82170974794231,9.99306757780171,0.00157130631969743,0.112914978656334
"712",1.18036549952068,3.35382583233168,9.97437397323358,0.00158733956468885,0.113521361116767
"23025",-0.439434234800108,8.79655084270972,9.96060042862949,0.0015992588894698,0.113829155337643
"8673",1.15760534538682,0.55038053073207,9.90897642761371,0.00164474568769447,0.115971566115334
"55640",0.991900553166194,1.34928076131892,9.90231301725792,0.00165071167160485,0.115971566115334
"4257",0.752336854056044,4.50043631241498,9.90016943667817,0.00165263555111836,0.115971566115334
"23406",0.547362623649978,4.80323384610178,9.852638640495,0.00169588339369339,0.117905145327013
"80216",0.701750082766084,2.88689251648089,9.84556218476943,0.00170241955672313,0.117905145327013
"115207",0.82822396945068,6.24073946050367,9.84055591314246,0.00170705900625796,0.117905145327013
"84281",0.732013203436142,4.70033517668959,9.83551597838088,0.00171174259289234,0.117905145327013
"2335",0.630242591935376,7.42386773774245,9.79340661103707,0.00175138703071913,0.120082486000728
"7042",0.64755720183327,5.13893105017534,9.7802789133377,0.00176393554726566,0.120390614725935
"55013",0.906244321840732,2.37919709182886,9.75717282168473,0.00178624396212196,0.120842583519573
"834",1.18177639449671,1.76148845833637,9.74775502146669,0.00179541845834471,0.120842583519573
"3133",0.551103611300896,6.45280841384882,9.73588495335524,0.00180704993043601,0.120842583519573
"124152",0.528349832738466,5.31908489886714,9.73291871964391,0.00180996844822875,0.120842583519573
"124989",0.692985882569893,3.72789421285493,9.73189035861825,0.00181098138144005,0.120842583519573
"2247",0.781029777146421,6.19567198509141,9.72361666301718,0.00181915188593615,0.120848281062612
"6534",-0.533969567654435,5.79117063802438,9.70130569154206,0.00184137129674503,0.12139069289481
"25816",0.960076841214615,0.0625393346151011,9.6927603058313,0.00184995428952399,0.12139069289481
"7431",0.748811149617893,7.82216143399612,9.69104587933194,0.00185168113869116,0.12139069289481
"91947",0.53826254498174,5.8367495962818,9.67730284470061,0.00186558292860849,0.121702884485792
"2669",0.75366813679822,2.95889420498465,9.66613031909149,0.00187696244412655,0.121702884485792
"6423",0.761777999497893,2.97052337450516,9.66077976472304,0.001882437016381,0.121702884485792
"115123",0.754316530409458,2.18182037747061,9.65437409028021,0.00188901245739639,0.121702884485792
"55076",0.891810851279457,0.541589167135466,9.60892753013075,0.00193633694331745,0.124216430436764
"1836",0.753291038881901,4.37619670598671,9.59139571073035,0.00195491288755271,0.124303968542492
"4547",0.863171716592435,1.45516847689172,9.59012767284636,0.00195626343023359,0.124303968542492
"3344",0.468321779108063,6.10232402009695,9.58414281621278,0.00196265047006277,0.124303968542492
"64173",0.623877924872125,2.2976284399654,9.54875883988535,0.00200084664825013,0.126188417094493
"7373",0.719943368260125,2.5334698625777,9.52435201365008,0.00202763168559335,0.12734038153178
"3127",1.83178897169177,3.03096822918788,9.48974414831358,0.00206623632591106,0.128994802383181
"203328",1.03069706066651,0.377803380742341,9.48531082728522,0.00207123520251311,0.128994802383181
"79830",0.42785185935723,4.23910685347753,9.45497481630666,0.00210577184149159,0.130601542384958
"56832",0.666205486701006,1.71324820775906,9.43224036615835,0.00213203670410241,0.131684101719912
"64699",1.31695088567827,1.12040357217225,9.42228432035502,0.00214364318888832,0.131856110058904
"7732",-0.534584774397546,5.62382762310861,9.36250560912607,0.00221469185777647,0.135468379270764
"9645",-0.494638675821961,7.60535222185411,9.35770843244754,0.00222049594710223,0.135468379270764
"3992",0.54288375667228,7.02760865987464,9.3499278099177,0.00222994252469438,0.135491670392711
"8287",-5.84429484123315,5.95729455391113,9.33466891431585,0.00224858713465491,0.136071384217356
"10900",-0.429447060472076,7.7697895963932,9.32676694657702,0.00225830449898146,0.136108376396273
"8646",-0.510046303962384,6.08505399111151,9.31017947872442,0.00227884157384916,0.136505359789717
"1192",0.78483382597194,3.70664480184748,9.30671367796058,0.00228315648273428,0.136505359789717
"8477",1.29083487881478,0.279050092705013,9.2949983748669,0.00229780344913297,0.136833737666097
"5138",-0.509647605501301,8.02344991345262,9.28214114862292,0.00231398784777175,0.137250699843827
"1535",0.926194752792842,3.39626415364589,9.26655572733882,0.00233376160086197,0.137876421533929
"8334",0.523012258634709,4.84004770603107,9.23077851737922,0.0023798043937022,0.140043056191602
"27173",0.446912207240596,4.03381627735637,9.1997843921556,0.00242043634199664,0.141875537269897
"8653",-7.05817386871002,4.66457625711463,9.19174007790013,0.00243109668543195,0.141943758426372
"171546",0.637392298251387,3.65993407891532,9.17634430166293,0.00245163224979961,0.142038666243412
"1439",1.16981836980892,1.29345939709349,9.16940735214534,0.00246094250184108,0.142038666243412
"7216",-0.497999008064875,5.85188902273172,9.16919308020703,0.00246123065210702,0.142038666243412
"375035",0.654203955467822,3.34332325261146,9.15513735393804,0.00248020760676517,0.142583319608919
"10060",0.715087924692898,6.26461945319282,9.14255274715965,0.0024973243453467,0.143017268160525
"347689",0.675247132024903,7.73403250326787,9.11217265351968,0.00253914108150442,0.144471970378041
"255488",0.46199128878328,4.04122235245882,9.11007309173286,0.00254205714922224,0.144471970378041
"55365",0.781839057580299,3.04581415188306,9.10119565130797,0.00255442458874581,0.144518538087571
"2051",-0.453625287616319,7.68374064048275,9.0956267205755,0.0025622139956651,0.144518538087571
"51302",1.14430211734242,1.46400925108584,9.0773165966116,0.00258799520986864,0.145423926322957
"9180",1.01829833955003,4.49579329151392,9.04877915109884,0.00262870293331548,0.146383832413813
"8284",-6.60370237798895,5.43520281635366,9.04436040449018,0.00263506399546449,0.146383832413813
"23619",-0.425722295100324,6.94101673206866,9.04308406600748,0.00263690427162418,0.146383832413813
"23255",-0.625413268401628,5.84072267641172,9.03799698168674,0.00264425200720744,0.146383832413813
"285175",-0.588001127725212,6.06714906850289,9.0240543957418,0.00266449728091031,0.146960298368142
"151835",-0.770112134744786,4.98018308754107,9.01267102082008,0.00268114310936093,0.147334728145654
"7545",0.65469787493871,3.93819833178256,8.97084227139412,0.00274322107788917,0.150193866121646
"30811",-0.44446409176008,4.2367402582463,8.95997991619778,0.00275957927177973,0.150538070712743
"29899",0.484457065330278,6.48038223052853,8.93562488814056,0.00279661776299964,0.152003802558384
"157574",-0.586029835373894,3.27600718911472,8.92345753584853,0.00281531025413517,0.152465370900574
"9332",1.56318745194109,4.33579801282526,8.91654780530282,0.00282598198806536,0.15249080424409
"57795",-0.478949346527746,6.05202970819466,8.89805304692471,0.00285474881224785,0.152945239823128
"10184",0.695736935396648,4.99142206381478,8.89015570132635,0.00286712281560276,0.152945239823128
"301",0.84275886577612,4.66747412316135,8.88517465557627,0.00287495539712288,0.152945239823128
"3310",1.61257637732497,0.366433778038621,8.88493444497368,0.0028753336716598,0.152945239823128
"51209",0.823251360354035,8.54841557897225,8.87260613863567,0.00289481584799005,0.153136240408212
"58191",0.681620188937856,2.77658018197926,8.86970809266509,0.00289941500204215,0.153136240408212
"9478",-0.530475355145436,7.37829428706127,8.85595439202254,0.0029213433100906,0.153396753666189
"3985",0.66082856053145,5.3825583726365,8.85375041048153,0.00292487287046657,0.153396753666189
"162681",0.784886646851126,3.10520237290228,8.84252086700967,0.0029429237663202,0.153803781591567
"4900",-0.660684305451742,7.62022874087751,8.82878429600921,0.00296515853343857,0.15390335371584
"5413",-0.404997165678258,8.27053355673717,8.82862202192343,0.00296542221650913,0.15390335371584
"64092",0.881974640307481,2.01703745634983,8.81714869965617,0.0029841260005857,0.154224369090316
"10672",0.543654471726181,6.38977455123754,8.81219181583431,0.00299224373025969,0.154224369090316
"221035",0.557495663579425,5.72614298672763,8.77815962549764,0.00304858624146104,0.15658837990075
"55314",0.893011707124727,8.43339740047933,8.76458117750972,0.00307136597544251,0.157093325254909
"8542",0.719962633640738,2.28842091060339,8.75670979010274,0.0030846504279301,0.157093325254909
"8541",-0.477940787068418,6.79925669053907,8.75358103834156,0.00308994698768603,0.157093325254909
"51225",0.890831739165303,2.40345520925644,8.73454757248268,0.00312236780143452,0.158203496705226
"1007",-0.465384719381556,5.36580342022924,8.72649849836364,0.00313618204928396,0.158366598279214
"11061",0.670807542578817,1.16637642152598,8.71517267525176,0.00315572527017184,0.158816921256763
"493911",0.579878391571649,1.97285619808121,8.65815950882689,0.00325600006076624,0.163263753971838
"710",0.598718509659865,4.77010751411197,8.65261079614529,0.00326593045009564,0.163263753971838
"84061",0.637119887217392,5.3346502091053,8.62949868434163,0.00330762585489512,0.164796945510391
"10873",-0.526181143491603,6.26310293104673,8.60592358543362,0.00335071408210861,0.166389114236802
"3111",1.09079666758377,1.71289909675148,8.55432758911837,0.00344701800749155,0.170604563437007
"84253",-0.388009066381701,7.00333715919932,8.53078181400914,0.00349189669914844,0.171278434499508
